Id_Buses,04-04-2022,05-04-2022,06-04-2022,07-04-2022,08-04-2022,09-04-2022,10-04-2022,11-04-2022,12-04-2022,13-04-2022,14-04-2022,15-04-2022,16-04-2022,17-04-2022,18-04-2022,19-04-2022,20-04-2022,21-04-2022,22-04-2022,23-04-2022,24-04-2022,25-04-2022,26-04-2022,27-04-2022,28-04-2022
Z637041,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Sin Registro,Sin Registro,Sin Registro
Z637046,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z637050,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro
Z637058,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro
Z637063,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674002,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674003,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674004,Sin Registro,Sin Registro,Sin datos,Sin datos,Sin datos,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro
Z674005,Dato irregular,Dato irregular,Dato irregular,Sin datos,Dato irregular,Dato irregular,Sin Registro,Sin Registro,Sin Registro,Dato irregular,Dato irregular,Dato irregular,Dato correcto,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro
Z674006,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674007,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674009,Dato irregular,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato irregular,Dato correcto,Dato correcto,Dato correcto
Z674010,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674012,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674013,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674016,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674017,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto
Z674019,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674020,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674022,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato irregular,Sin datos,Sin datos,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin datos,Dato irregular,Dato correcto,Dato correcto
Z674023,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674024,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato irregular,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674025,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro
Z674026,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato irregular,Dato correcto,Dato irregular,Dato correcto,Dato correcto,Dato correcto
Z674027,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674028,Sin Registro,Sin Registro,Sin datos,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato irregular
Z674029,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro
Z674031,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674032,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674033,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674034,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro
Z674037,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Sin Registro
Z674038,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674041,Dato irregular,Dato irregular,Dato irregular,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin datos,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674043,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674045,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674048,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674049,Sin Registro,Sin Registro,Sin Registro,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro
Z674051,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Sin Registro,Sin Registro
Z674052,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674053,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto
Z674054,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Sin Registro,Sin datos,Dato correcto,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674055,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato irregular,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674056,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato irregular,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674057,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro
Z674059,Sin datos,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Dato irregular,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin Registro,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos
Z674060,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674063,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674064,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674065,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674068,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin datos,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674070,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674072,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674073,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674075,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Sin Registro
Z674077,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674079,Sin Registro,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin Registro,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro
Z674080,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674081,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674082,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674083,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Sin Registro,Dato correcto,Sin Registro,Sin Registro,Sin Registro
Z674084,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674085,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674086,Dato irregular,Sin datos,Dato irregular,Dato irregular,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674088,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674089,Sin datos,Sin datos,Sin datos,Sin datos,Sin datos,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro
Z674090,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto,Dato correcto
Z674095,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Dato correcto,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro,Sin Registro
